metric_type,domain,age_group,risk_level,sex,feedback_text,No,質問項目,age,年齢
KHQ_Q12,,壮年期,改善要,男性,喫煙習慣があることから、健康リスクを軽減するために禁煙を考えることをお勧めします。禁煙に向けたサポートを受けることで、より健康的な生活を実現できる可能性がありますので、ぜひご相談ください。,,,,
KHQ_Q12,,壮年期,改善要,女性,喫煙習慣があることから、健康リスクを軽減するために禁煙を考えてみることをお勧めします。もしご相談が必要でしたら、専門の支援機関をご紹介できますので、お気軽にお声がけください。,,,,
KHQ_Q12,,前期高齢者,正常,男性,あなたは現在喫煙されていないとのことで、健康維持に向けた素晴らしい選択をされています。この調子で、受動喫煙にも気を付けながら、引き続き健康的な生活を楽しんでください。,,,,
KHQ_Q12,,前期高齢者,正常,女性,あなたは現在たばこを吸っていないとのこと、素晴らしい選択です。このまま健康的な生活を維持し、受動喫煙にも気を付けて過ごしていきましょう。,,,,
KHQ_Q12,,前期高齢者,注意,男性,喫煙の習慣があることは、健康に影響を与える可能性がありますが、禁煙を考えることで、心臓や肺の健康を改善するチャンスがありますので、ぜひご相談ください。あなたの健康を守るための一歩を踏み出してみましょう。,,,,
KHQ_Q12,,前期高齢者,注意,女性,喫煙についてのご質問にお答えいただきありがとうございます。もし喫煙を続けている場合は、禁煙によって健康が改善される可能性がありますので、ぜひご相談ください。,,,,
KHQ_Q12,,前期高齢者,改善要,男性,喫煙習慣があることから、禁煙を考えることは健康にとって大変重要です。ぜひ、禁煙支援について相談してみてください。,,,,
KHQ_Q12,,前期高齢者,改善要,女性,喫煙習慣があることがわかりましたが、禁煙に向けて一歩踏み出すことで、健康リスクを減らすことができますので、ぜひご相談ください。あなたの健康を守るためのサポートがありますので、一緒に考えていきましょう。,,,,
KHQ_Q12,,後期高齢者,正常,男性,喫煙されていないとのことで、健康維持に向けた素晴らしい選択をされていますね。この調子で、受動喫煙にも気を付けながら、さらなる健康づくりを進めていきましょう。,,,,
KHQ_Q12,,後期高齢者,正常,女性,あなたは現在たばこを吸っていないとのこと、素晴らしい選択です。この調子で健康を維持し、受動喫煙にも気をつけて過ごしていきましょう。,,,,
KHQ_Q12,,後期高齢者,注意,男性,喫煙の習慣があることは、健康に影響を与える可能性がありますが、禁煙を考えることで、心身の健康を改善する第一歩を踏み出すことができます。ぜひ、相談してみることをお勧めします。,,,,
KHQ_Q12,,後期高齢者,注意,女性,喫煙の習慣があることから、健康への影響を考慮し、禁煙に向けたサポートを検討することをお勧めします。少しずつでも行動を見直すことで、より健康的な生活を送ることができますので、ぜひご相談ください。,,,,
KHQ_Q12,,後期高齢者,改善要,男性,喫煙習慣があることは、健康に影響を与える可能性がありますが、禁煙に向けた一歩を踏み出すことで、心身の健康を改善することができますので、ぜひご相談ください。あなたの健康をサポートするための情報や支援をお伝えします。,,,,
KHQ_Q12,,後期高齢者,改善要,女性,喫煙習慣があることが分かりましたが、禁煙に向けたサポートがございますので、ぜひご相談ください。健康を守るための一歩を一緒に考えていきましょう。,,,,
KHQ_Q13,,青年期,正常,男性,週に1回以上外出されているとのことで、素晴らしいですね。この調子で活動を続けて、さらなる充実した日々をお過ごしください。,,,,
KHQ_Q13,,青年期,正常,女性,週に1回以上外出されているとのことで、とても素晴らしいですね。この調子で外出を続けながら、もし何かお困りのことがあればお気軽にご相談ください。,,,,
KHQ_Q13,,青年期,注意,男性,外出頻度が注意レベルにあるため、少しずつ近所を散歩することから始めてみると良いでしょう。もし不安や悩みがあれば、ぜひ相談してくださいね。,,,,
KHQ_Q13,,青年期,注意,女性,外出頻度が注意レベルとのことですが、少しずつ近所を散歩するなど、外に出る機会を増やしてみると良いかもしれません。もし不安なことがあれば、ぜひ相談してくださいね。,,,,
KHQ_Q13,,青年期,改善要,男性,外出頻度が少し改善が必要なようですので、まずは近所を散歩することから始めてみてはいかがでしょうか。少しずつ外の世界に触れることで、心身の健康にもつながりますので、ぜひ楽しんでみてください。,,,,
KHQ_Q13,,青年期,改善要,女性,外出頻度を増やすことは、心身の健康を保つためにとても大切です。近所を散歩することから始めてみるのはいかがでしょうか？少しずつ外の世界に触れることで、気持ちも明るくなるかもしれません。,,,,
KHQ_Q13,,壮年期,正常,男性,週に1回以上外出されているとのことで、素晴らしいですね。この調子で外出を続けながら、もし何か気になることがあれば、ぜひご相談ください。,,,,
KHQ_Q13,,壮年期,正常,女性,週に1回以上外出されているとのことで、素晴らしいですね。この調子で外出を続け、さらなる活動を楽しんでいただければと思います。,,,,
KHQ_Q13,,壮年期,注意,男性,週に1回以上の外出は素晴らしいことですので、その調子を維持してください。もし外出が難しいと感じることがあれば、少しずつ近所を散歩することから始めてみるのも良いかもしれません。,,,,
KHQ_Q13,,壮年期,注意,女性,週に1回以上の外出ができていることは素晴らしいことです。今後もその習慣を大切にし、もし外出が難しいと感じることがあれば、ぜひご相談ください。,,,,
KHQ_Q13,,壮年期,改善要,男性,外出頻度が少し減っているようですので、近所を散歩することから始めてみるのはいかがでしょうか。少しずつ外に出る機会を増やすことで、心身の健康を保つ手助けになりますので、ぜひご相談ください。,,,,
KHQ_Q13,,壮年期,改善要,女性,外出頻度が少ないようですので、近所を散歩することから始めてみるのはいかがでしょうか。少しずつ外に出ることで、心身の健康を保つ手助けになりますので、ぜひご相談ください。,,,,
KHQ_Q13,,前期高齢者,正常,男性,週に1回以上外出されているとのことで、素晴らしいですね。引き続きその習慣を大切にしながら、もし何か気になることがあればお気軽にご相談ください。,,,,
KHQ_Q13,,前期高齢者,正常,女性,週に1回以上外出されているとのことで、とても素晴らしいことです。この調子で外出を続けながら、もし何か気になることがあれば、いつでもご相談ください。,,,,
KHQ_Q13,,前期高齢者,注意,男性,週に1回以上の外出ができていることは素晴らしいことです。今後もその活動を続けながら、もし不安やお困りごとがあれば、ぜひご相談ください。,,,,
KHQ_Q13,,前期高齢者,注意,女性,週に1回以上の外出ができていることは素晴らしいことです。今後もその習慣を大切にしながら、もし外出に不安を感じることがあれば、ぜひご相談ください。,,,,
KHQ_Q13,,前期高齢者,改善要,男性,外出頻度が少ないようですので、まずは近所を15分程度散歩することから始めてみませんか。少しずつ外に出ることで、気分もリフレッシュできるかもしれませんし、何かお困りのことがあればぜひご相談ください。,,,,
KHQ_Q13,,前期高齢者,改善要,女性,外出頻度が少し減っているようですので、近所を散歩することから始めてみるのはいかがでしょうか。少しずつ外に出る機会を増やすことで、心身の健康を保つ手助けになりますので、ぜひご相談ください。,,,,
KHQ_Q13,,後期高齢者,正常,男性,週に1回以上外出されているとのことで、素晴らしいですね。この調子で外出を続け、さらなる活動を楽しんでいただければと思います。,,,,
KHQ_Q13,,後期高齢者,正常,女性,週に1回以上外出されているとのことで、とても素晴らしいですね。この調子で外出を続けて、さらなる交流や活動を楽しんでいただければと思います。,,,,
KHQ_Q13,,後期高齢者,注意,男性,外出頻度が注意レベルとのことですが、少しずつ近所を散歩するなどの活動を取り入れてみると、心身の健康に良い影響が期待できます。何か不安なことがあれば、ぜひご相談ください。,,,,
KHQ_Q13,,後期高齢者,注意,女性,週に1回以上の外出ができていることは素晴らしいことです。今後も安全に外出を続け、地域の活動やお友達との交流を楽しんでくださいね。,,,,
KHQ_Q13,,後期高齢者,改善要,男性,外出の頻度を増やすことは、心身の健康を保つためにとても大切です。少しずつ近所を散歩することから始めてみると良いかもしれませんので、ぜひご相談ください。,,,,
KHQ_Q13,,後期高齢者,改善要,女性,外出頻度が少ないようですので、近所を散歩することから始めてみるのはいかがでしょうか。少しずつ外に出る機会を増やすことで、心身の健康を保つ手助けになりますので、ぜひご相談ください。,,,,
KHQ_Q14,,青年期,正常,男性,家族や友人との交流があることは素晴らしいことですので、その関係を大切にしながら、さらに気分が沈んだ時には気軽に相談できる相手を見つけておくと良いでしょう。これからもそのつながりを大切にし、楽しい時間を増やしていきましょう。,,,,
KHQ_Q14,,青年期,正常,女性,家族や友人との交流があることは素晴らしいことですので、その関係を大切にしながら、さらに気分が沈んだ時には信頼できる人に相談してみるのも良いかもしれません。引き続き、楽しい時間を過ごしてください。,,,,
KHQ_Q14,,青年期,注意,男性,家族や友人との交流が少し気になる状況ですね。ぜひ、週に一度でも電話やメッセージでのやり取りを試みて、心のつながりを深めてみてはいかがでしょうか。,,,,
KHQ_Q14,,青年期,注意,女性,家族や友人との交流が少し気になる状態ですね。無理のない範囲で、週に一度の電話やオンラインでの会話を試みることで、心の健康を保つ手助けになるかもしれません。,,,,
KHQ_Q14,,青年期,改善要,男性,家族や友人との交流が少ないようですので、まずは週に一度、電話やメッセージでの連絡を試みてはいかがでしょうか。小さな一歩が、心の健康や生活の質を向上させる助けになります。,,,,
KHQ_Q14,,青年期,改善要,女性,家族や友人との交流が少ないようですので、まずは週に一度、電話やメッセージでの連絡を試みてみてはいかがでしょうか。気軽にお話しできる相手を見つけることで、心の健康にも良い影響が期待できます。,,,,
KHQ_Q14,,壮年期,正常,男性,家族や友人との交流があることは素晴らしいことですので、その関係を大切にしながら、さらに楽しい時間を増やしてみてはいかがでしょうか。もし何か気になることがあれば、いつでも相談してください。,,,,
KHQ_Q14,,壮年期,正常,女性,家族や友人との交流があることは素晴らしいことですので、その関係を大切にしながら、さらに気分が沈んだ時の相談先や気晴らしの方法を考えてみると良いでしょう。これからもそのつながりを維持し、心身の健康を支えていきましょう。,,,,
KHQ_Q14,,壮年期,注意,男性,家族や友人との交流が少し減っているようですね。気軽に連絡を取り合うことで、心の健康を保つ手助けになりますので、ぜひ週に一度は誰かとお話しする時間を作ってみてください。,,,,
KHQ_Q14,,壮年期,注意,女性,家族や友人との交流が少し減っているようですね。気軽に話せる相手を見つけたり、週に一度の電話をしてみることで、心の健康を保つ手助けになりますので、ぜひ試してみてください。,,,,
KHQ_Q14,,壮年期,改善要,男性,家族や友人との交流が少ないようですので、まずは週に一度、電話やオンラインでの連絡を試みてみてはいかがでしょうか。気軽に相談できる相手を持つことが、心の健康にもつながります。,,,,
KHQ_Q14,,壮年期,改善要,女性,家族や友人との交流が少ないようですので、まずは週に一度、電話やメッセージでの連絡を試みてはいかがでしょうか。気軽に相談できる相手を持つことが、心の健康にもつながります。,,,,
KHQ_Q14,,前期高齢者,正常,男性,家族や友人との交流があることは素晴らしいことですので、そのつながりを大切にしながら、さらに楽しい時間を増やしていけると良いですね。もし何か気になることがあれば、いつでも相談してください。,,,,
KHQ_Q14,,前期高齢者,正常,女性,家族や友人との交流があることは素晴らしいことですので、その関係を大切にしながら、さらに楽しい時間を増やしていけると良いですね。気分が沈むことがあれば、いつでも相談できる相手を思い出してください。,,,,
KHQ_Q14,,前期高齢者,注意,男性,家族や友人との交流があることは素晴らしいことですので、そのつながりを大切にしながら、さらに気軽に連絡を取り合う機会を増やしてみてはいかがでしょうか。もし何かお困りのことがあれば、いつでも相談してくださいね。,,,,
KHQ_Q14,,前期高齢者,注意,女性,家族や友人との交流があることは素晴らしいことですので、そのつながりを大切にしながら、さらに気軽に連絡を取る機会を増やしてみてはいかがでしょうか。もし何かお困りのことがあれば、いつでもご相談ください。,,,,
KHQ_Q14,,前期高齢者,改善要,男性,家族や友人との交流が少ないようですので、まずは週に一度、電話やオンラインでの連絡を試みてみてはいかがでしょうか。気軽に相談できる相手を持つことが、心の健康にもつながります。,,,,
KHQ_Q14,,前期高齢者,改善要,女性,家族や友人との交流が少ないようですので、まずは週に一度、電話やオンラインでの連絡を試みてみてはいかがでしょうか。心の健康を保つためにも、少しずつつながりを増やしていくことが大切です。,,,,
KHQ_Q14,,後期高齢者,正常,男性,家族や友人との交流があることは素晴らしいことですので、その関係を大切にしながら、さらに気軽にお話しできる相手を増やすことも考えてみてください。もし何か気になることがあれば、いつでもご相談ください。,,,,
KHQ_Q14,,後期高齢者,正常,女性,家族や友人との交流があることは素晴らしいことですので、その関係を大切にしながら、さらに楽しい時間を増やしてみてはいかがでしょうか。気分が沈んだ時には、いつでも相談できる相手を思い出してくださいね。,,,,
KHQ_Q14,,後期高齢者,注意,男性,家族や友人との交流が少し減っているようですね。気軽にお話しできる相手を見つけて、週に一度でも電話をかけてみると、心が軽くなるかもしれません。,,,,
KHQ_Q14,,後期高齢者,注意,女性,家族や友人との交流が少し減っているようですね。気軽にお話しできる相手を見つけることから始めてみると、心が軽くなるかもしれません。,,,,
KHQ_Q14,,後期高齢者,改善要,男性,家族や友人との交流が少ないようですので、まずは週に一度、電話やオンラインでの連絡を試みてみてはいかがでしょうか。気軽に相談できる相手を持つことが、心の健康にもつながります。,,,,
KHQ_Q14,,後期高齢者,改善要,女性,家族や友人との交流を増やすことは、心身の健康にとても良い影響を与えますので、ぜひ週に一度でも電話やオンラインでの連絡を試みてみてください。もし何かお困りのことがあれば、気軽にご相談ください。,,,,
KHQ_Q15,,青年期,正常,男性,身近に相談できる人がいることは素晴らしいことですので、その関係を大切にし、必要なときにはぜひ活用してください。また、連絡先を最新の状態に保つことで、さらに安心感が得られます。,,,,
KHQ_Q15,,青年期,正常,女性,身近に相談できる人がいることは素晴らしいことですので、その関係を大切にし、必要なときにはぜひ活用してください。また、連絡先を最新の状態に保つこともお勧めします。,,,,
KHQ_Q15,,青年期,注意,男性,身近に相談できる人がいることは、健康管理や安心感にとても大切ですので、ぜひその関係を大切にし、必要な時には気軽に相談してみてください。もし相談相手がいない場合は、地域の支援機関や友人、家族とのつながりを考えてみることをお勧めします。,,,,
KHQ_Q15,,青年期,注意,女性,身近に相談できる人がいることは、健康を維持するためにとても大切です。もし相談相手がいない場合は、地域の支援窓口や友人、家族と一緒に連絡先を整えることを考えてみてください。,,,,
KHQ_Q15,,青年期,改善要,男性,身近に相談できる人がいないことは、今後の健康管理に影響を与える可能性がありますので、ぜひ信頼できる友人や家族と連絡を取り合い、支え合う環境を整えてみてください。必要に応じて、地域の相談窓口や専門家に相談することも大切です。,,,,
KHQ_Q15,,青年期,改善要,女性,身近に相談できる人がいることは、心の支えとなりますので、ぜひその関係を大切にしてください。また、もし相談相手がいない場合は、地域の支援窓口や友人、家族とのつながりを考えてみると良いでしょう。,,,,
KHQ_Q15,,壮年期,正常,男性,身近に相談できる人がいることは、健康を維持するためにとても大切ですので、その関係を大切にしながら、必要なときにはぜひ相談を活用してください。今後もそのサポートを大切にし、連絡先を最新の状態に保つことをお勧めします。,,,,
KHQ_Q15,,壮年期,正常,女性,身近に相談できる人がいることは素晴らしいことですので、その関係を大切にし、必要なときにはぜひ活用してください。また、連絡先の最新化や緊急時の相談手段を確認しておくと、さらに安心ですね。,,,,
KHQ_Q15,,壮年期,注意,男性,身近に相談できる人がいることは、健康を維持する上でとても大切です。もし相談相手がいない場合は、地域の支援サービスや友人、家族とのつながりを見直してみることをお勧めします。,,,,
KHQ_Q15,,壮年期,注意,女性,身近に相談できる人がいることは、健康を維持するためにとても大切ですので、今後もその関係を大切にし、必要なときには気軽に相談してみてください。また、連絡先を最新の状態に保つこともお勧めします。,,,,
KHQ_Q15,,壮年期,改善要,男性,身近に相談できる人がいない場合、地域の支援ネットワークを整えることが大切です。友人や家族、地域の相談窓口を一緒に考え、安心して相談できる環境を整えていきましょう。,,,,
KHQ_Q15,,壮年期,改善要,女性,身近に相談できる人がいないとのことですが、地域の支援センターやかかりつけ医といった相談先を整えることで、安心感が得られます。ぜひ、信頼できる方との連絡先を見直し、心強いサポートを築いていきましょう。,,,,
KHQ_Q15,,前期高齢者,正常,男性,身近に相談できる人がいることは、健康を維持するための大切な支えですので、その関係を大切にしながら、もし何か不安なことがあれば、気軽に相談してみてください。あなたの健康を守るための一歩として、連絡先を見直しておくのも良いかもしれません。,,,,
KHQ_Q15,,前期高齢者,正常,女性,身近に相談できる人がいることは、とても心強いことです。引き続きその関係を大切にし、必要なときにはぜひ相談を活用してください。,,,,
KHQ_Q15,,前期高齢者,注意,男性,身近に相談できる人がいることは、健康を維持する上で大変重要ですので、その関係を大切にし、必要な時にはぜひ相談してみてください。また、連絡先を整理しておくと、いざという時に安心です。,,,,
KHQ_Q15,,前期高齢者,注意,女性,身近に相談できる人がいることは、健康を維持するためにとても大切です。もし何か不安なことがあれば、ぜひその方に相談してみてくださいね。,,,,
KHQ_Q15,,前期高齢者,改善要,男性,身近に相談できる人がいない場合は、地域の支援ネットワークを整えることが大切です。友人や家族、地域の相談窓口を一緒に考え、安心して相談できる環境を整えていきましょう。,,,,
KHQ_Q15,,前期高齢者,改善要,女性,身近に相談できる人がいることは、健康を維持するためにとても大切です。もし相談相手がいない場合は、地域の支援センターや友人、家族と一緒に連絡先を考えてみると良いでしょう。,,,,
KHQ_Q15,,後期高齢者,正常,男性,身近に相談できる人がいることは素晴らしいことですので、その関係を大切にしながら、連絡先の最新化や緊急時の相談手段を確認しておくと、さらに安心ですね。これからも健康を維持するために、周囲とのつながりを大切にしてください。,,,,
KHQ_Q15,,後期高齢者,正常,女性,身近に相談できる方がいらっしゃることは素晴らしいことですので、その関係を大切にしながら、連絡先の最新化や緊急時の相談手段も確認しておくと安心ですね。これからも健康を維持するために、ぜひ周囲とのつながりを大切にしてください。,,,,
KHQ_Q15,,後期高齢者,注意,男性,身近に相談できる人がいることは、健康を維持するためにとても大切ですので、ぜひその関係を大切にし、必要な時には気軽に相談してみてください。もし相談相手がいない場合は、地域の支援サービスを利用することも検討してみてください。,,,,
KHQ_Q15,,後期高齢者,注意,女性,身近に相談できる人がいることは、とても大切なことですので、その関係を大切にしながら、必要な時にはぜひ相談してみてください。もし相談相手がいない場合は、地域の支援サービスを利用することも検討してみましょう。,,,,
KHQ_Q15,,後期高齢者,改善要,男性,身近に相談できる人がいない場合は、地域の支援ネットワークを整えることが大切です。信頼できる友人や家族、地域の相談窓口を一緒に考えてみましょう。,,,,
KHQ_Q15,,後期高齢者,改善要,女性,身近に相談できる人がいない場合は、地域の支援ネットワークを整えることが大切です。信頼できる友人や家族、地域の相談窓口を一緒に考えてみましょう。,,,,
